Row,All_impact_calib_m,All_impact_calib_ci,N_calib_m,N_calib_ci,W_calib_m,W_calib_ci,HS_calib_m,HS_calib_ci,All_impact_expert_m,All_impact_expert_ci,N_expert_m,N_expert_ci,W_expert_m,W_expert_ci,HS_expert_m,HS_expert_ci
"Georgia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Moldova",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Tunisia",0.378348369371938,0.0243280206273139,0.217302624000502,0.000698398126760313,0.229833003553228,0.00142659018838125,0.687909480562084,0.00231218340534451,2.84408740265682,0.178196721379216,1.63100491581084,0.00356871324472987,2.00721962931715,0.0584904607543855,4.89403766284248,0.0118149222151758
"Bosnia and Herzegovina",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bahrain",0.159643737224622,0.0112588978997884,0.0916882809050721,0.000328669910711083,0.0969856202750842,0.000671374819319195,0.29025731049371,0.00108852187573661,1.16584291022129,0.0812412186161547,0.668573198850654,0.0016292874057747,0.82286087655432,0.0267169364652822,2.00609465525889,0.00539603695151432
"Slovenia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Luxembourg",0.951270819582927,0.0567095104472708,0.546568833398306,0.00155000331002262,0.5772411740947,0.00316447229144806,1.73000245125578,0.00512465380089032,7.50066893308799,0.425754536560926,4.30315715246474,0.00851392477841682,5.29178840547579,0.139191685801146,12.9070612413234,0.0281489185823552
"Kyrgyzstan",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Dominican Republic",0.152152560977828,0.0113952598130128,0.0873569884346307,0.000338821145073926,0.0925194458611985,0.000692267735500758,0.276581248637655,0.00112267217920451,1.37915002353256,0.101807074310663,0.790631688718643,0.0020421027060288,0.97365228893435,0.0335177212888587,2.3731660929447,0.00676643688998976
"Latvia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Lebanon",0.135830748961977,0.00883007601072275,0.078010716961553,0.000254392057746748,0.0825213399017443,0.000519647735394404,0.246960190022634,0.000842278474446969,1.02450636316008,0.0649540272549632,0.587503958739082,0.00130106811528046,0.723070115094374,0.0213270821419419,1.76294501564678,0.00430776682651378
"Angola",0.0299808762996412,0.002410703477325,0.0172102705496009,7.19332950260192e-05,0.0182392098094507,0.000146981660663465,0.0544931485398718,0.000238372494850749,0.224932163794088,0.0177043833428264,0.128926096198708,0.000355077521877226,0.158818759199953,0.00582938034855097,0.387051635983604,0.00117665560467764
"Zimbabwe",1.10210464884009,0.0665169545277654,0.633188407780308,0.00184038691558621,0.668901351115318,0.00375767726484613,2.00422418762464,0.00608676308107014,7.64136352441094,0.442266147327945,4.38356557657714,0.00884964960844208,5.39147849625864,0.144763409337238,13.149046500397,0.0292686934800959
"Jordan",0.227795716605187,0.0155993575490118,0.130807335404601,0.000450417717301206,0.138454130979348,0.000920156156951411,0.414125683431613,0.00149143942560195,1.56542776437813,0.103765784694571,0.89754362529304,0.00207769197527853,1.10495235413888,0.0340659901335108,2.69378731370248,0.00687972876545392
"Mongolia",0.32745769517025,0.0223969092202065,0.18803547488786,0.000648243090514319,0.199031380823874,0.00132429789493591,0.595306229799017,0.00214659528605523,2.50790963018302,0.166361160524975,1.437916881347,0.00333166294088561,1.77021943453849,0.0546302245539732,4.31559257466357,0.0110324846778632
"Armenia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Yemen",-0.246617994672983,-0.016597885233739,-0.141708620921886,-0.000454989090835693,-0.149619776147765,-0.000929064211839507,-0.4485255869493,-0.00150456335533742,-1.99757270416132,-0.129063067572645,-1.14608340518397,-0.00257889598180269,-1.40916814123153,-0.0421811677804896,-3.43746656606846,-0.00852792400872846
"North Macedonia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bolivia",0.275207758704377,0.0194482983900469,0.158196074628004,0.00050065933996822,0.166791534140567,0.00102120680080862,0.500635667344559,0.00165215709971085,2.06524308793442,0.13491021015158,1.18543638333179,0.00269583436513814,1.45653682718106,0.0439047447258452,3.55375605329041,0.00889615259407759
"Myanmar",0.960315099461607,0.0610134041921865,0.551581494375941,0.00173141423858296,0.583271100093842,0.00353639589452597,1.74609270391504,0.00573039840815969,8.12318584875223,0.498988752944642,4.65867084811258,0.00998740051737223,5.73258500977871,0.163608257342748,13.9783016883654,0.0330549343715939
"Sri Lanka",0.537372037000677,0.0327127040904727,0.308717262341893,0.000908933191075795,0.326197318010091,0.00185607835718099,0.977201530650046,0.00300660580134327,3.73912005956457,0.218482934640702,2.14484956247881,0.00437021958857136,2.63825876804284,0.0715156064730606,6.43425184817207,0.0144559882917148
"Jamaica",0.276053125321705,0.0199036456434283,0.158497758834347,0.000584448572078393,0.167845869442424,0.00119408095482651,0.501815747688344,0.00193601700363491,2.1417446526428,0.15067955300493,1.2278293264848,0.0030197980180753,1.51194246293319,0.0495450443688971,3.68546216851042,0.0100032416705992
"Kenya",0.1650629458327,0.0101405893286378,0.0948202941026246,0.000284609545322353,0.100219309743793,0.000581222633532383,0.300149233651682,0.000941673634863845,1.28880290578896,0.0763404785991563,0.739231598148899,0.00152786076209896,0.909426791171697,0.0250127897064522,2.21775032804627,0.00505515792094052
"Curaçao",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Guatemala",0.174956839732299,0.0111586601204979,0.100486364410512,0.000318697313452276,0.106277762421473,0.000650975699286656,0.318106392364913,0.00105497023774098,1.30427055165131,0.0806984541323108,0.747966917463816,0.00161558068790066,0.920471338777204,0.0264737861169282,2.24437339871292,0.00534798842180868
"Sudan",0.160098816077163,0.0130377264221828,0.0918945963485885,0.000384752883925055,0.0974232462700572,0.000786144734748326,0.290978605612843,0.0012746913123545,1.28344769404786,0.100660879697868,0.735568548492875,0.00201727071441854,0.906239154185277,0.0331065460637045,2.20853537946543,0.00668324413349255
"Tajikistan",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Uruguay",0.292478701731151,0.0175692338389713,0.16803778550092,0.000483896948621307,0.17751098679724,0.00098802354918531,0.531887332895291,0.00160022837449539,2.53371437415619,0.145408097043504,1.45349852791988,0.00290807203810569,1.78765014854326,0.0475644121984319,4.35999444600543,0.00961688103988271
